duration,orig_bytes,resp_bytes,proto,conn_state,label,label_enc,iso_pred,lof_pred,ensemble_pred,anomaly_score
4.4342787896278216e-08,0.0,0.0,1,8,Benign,0,1,0,1,-0.5284089046621093
4.436688723752618e-07,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0,1,1,1,-0.6312292339926964
1.3849891415212543e-06,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,1,1,-0.5436773566314321
4.4355471760092933e-08,0.0,0.0,1,8,Benign,0,1,1,1,-0.5284089046621093
1.362652857343524e-06,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0,1,0,1,-0.646880165515794
2.1539737530165807e-07,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,0,1,-0.4561074383461206
1.4513891685913394e-06,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,0,1,-0.5464637466773425
3.4226138117653636e-06,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,0,1,-0.5837800228182118
1.1915855860743296e-06,1.0585555699876489e-06,4.573329038623743e-06,1,8,Benign,0,1,0,1,-0.744183180965083
1.603557482776594e-06,1.0585555699876489e-06,2.350554431157492e-06,1,8,Benign,0,1,0,1,-0.7280116314298672
5.005306338566735e-07,2.1205498694933948e-08,5.319206614123781e-07,2,8,Benign,0,1,1,1,-0.6018181766427653
5.389373734876605e-08,2.1205498694933948e-08,1.3134577225936934e-06,2,8,Benign,0,1,0,1,-0.6351981822029507
6.316564179732993e-09,2.1205498694933948e-08,2.971623806773063e-07,2,8,Benign,0,1,0,1,-0.5312850913604587
6.329248043547719e-09,2.1205498694933948e-08,3.922543424940442e-07,2,8,Benign,0,1,0,1,-0.5593006981600597
4.120987353404115e-08,0.0,0.0,1,8,Benign,0,1,1,1,-0.5284089046621093
5.925901174239468e-07,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0,1,0,1,-0.6387835547428747
4.7488386122329986e-08,0.0,0.0,1,8,Benign,0,1,1,1,-0.5284089046621093
6.497182400454677e-07,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0,1,0,1,-0.6392607417816546
1.3911534993352109e-06,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,0,1,-0.5436773566314321
2.1548616234836113e-07,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,0,1,-0.4561074383461206
1.4513257492722655e-06,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,0,1,-0.5464637466773425
4.1171821942596983e-08,0.0,0.0,1,8,Benign,0,1,1,1,-0.5284089046621093
5.133032847181015e-07,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0,1,1,1,-0.6333417522986944
3.457621275894004e-06,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,1,1,-0.5837800228182118
4.4393523351537106e-08,0.0,0.0,1,8,Benign,0,1,1,1,-0.5284089046621093
2.494066193480799e-06,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0,1,1,1,-0.6546388509471636
1.3912169186542843e-06,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,0,1,-0.5436773566314321
2.154734784845464e-07,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,0,1,-0.4561074383461206
1.4482562542291024e-06,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,0,1,-0.5464637466773425
1.1979402018455068e-06,1.0585555699876489e-06,4.573329038623743e-06,1,8,Benign,0,1,0,1,-0.744183180965083
1.441952373913184e-06,1.0585555699876489e-06,2.350554431157492e-06,1,8,Benign,0,1,0,1,-0.7258568095597668
2.6684059016141923e-06,9.14128930227558e-07,5.259774137988319e-07,1,8,Benign,0,1,1,1,-0.6927745635066539
2.5447635971482542e-06,2.1205498694933948e-08,5.319206614123781e-07,2,8,Benign,0,1,1,1,-0.6329532794674345
5.0722771395084833e-08,2.1205498694933948e-08,1.3134577225936934e-06,2,8,Benign,0,1,0,1,-0.6354190801080983
6.329248043547719e-09,2.1205498694933948e-08,2.971623806773063e-07,2,8,Benign,0,1,0,1,-0.5312850913604587
9.50021399722894e-09,2.1205498694933948e-08,3.922543424940442e-07,2,8,Benign,0,1,0,1,-0.5593006981600597
2.503502988158954e-06,2.3497985040332213e-08,3.684813520398597e-07,2,8,Benign,0,1,1,1,-0.6173274151974004
4.4342787896278216e-08,0.0,0.0,1,8,Benign,0,1,0,1,-0.5284089046621093
5.007335756777091e-07,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0,1,1,1,-0.6328689835901503
3.451101769893236e-06,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,1,1,-0.5837800228182118
4.4342787896278216e-08,0.0,0.0,1,8,Benign,0,1,0,1,-0.5284089046621093
4.912206778166654e-07,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0,1,1,1,-0.6328689835901503
1.3910520284246932e-06,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,0,1,-0.5436773566314321
4.433010403246349e-08,0.0,0.0,1,8,Benign,0,1,0,1,-0.5284089046621093
1.3247788399927557e-06,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0,1,1,1,-0.6466613673930948
2.1539737530165807e-07,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,0,1,-0.4561074383461206
1.4735605625394783e-06,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,1,1,-0.5470791423121715
3.425949667948636e-06,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,0,1,-0.5837800228182118
4.1184505806411714e-08,0.0,0.0,1,8,Benign,0,1,1,1,-0.5284089046621093
1.3626909089349682e-06,1.948613393588525e-08,9.241750039064224e-07,2,8,Benign,0,1,0,1,-0.6486332176979532
1.131349916818201e-06,1.0585555699876489e-06,4.573329038623743e-06,1,8,Benign,0,1,0,1,-0.7431768536736167
1.3944005684717805e-06,1.0585555699876489e-06,2.350554431157492e-06,1,8,Benign,0,1,0,1,-0.7258568095597668
7.064912144801762e-07,2.1205498694933948e-08,5.319206614123781e-07,2,8,Benign,0,1,1,1,-0.6090703345299509
6.024835311994322e-08,2.1205498694933948e-08,1.3134577225936934e-06,2,8,Benign,0,1,0,1,-0.6345797825837166
6.303880315918268e-09,2.1205498694933948e-08,2.971623806773063e-07,2,8,Benign,0,1,0,1,-0.5312850913604587
6.329248043547719e-09,2.1205498694933948e-08,3.922543424940442e-07,2,8,Benign,0,1,0,1,-0.5593006981600597
4.4342787896278216e-08,0.0,0.0,1,8,Benign,0,1,0,1,-0.5284089046621093
1.5401381637029695e-06,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0,1,1,1,-0.6481945097679842
1.3942990975612626e-06,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,1,1,-0.5436773566314321
2.152578527996961e-07,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,0,1,-0.4561074383461206
1.4481547833185845e-06,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,0,1,-0.5464637466773425
5.3830318029692424e-08,0.0,0.0,1,8,Benign,0,1,1,1,-0.530574837213292
4.3742841137841713e-07,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0,1,1,1,-0.6312292339926964
3.4226645472206225e-06,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,0,1,-0.5837800228182118
4.4342787896278216e-08,0.0,0.0,1,8,Benign,0,1,0,1,-0.5284089046621093
1.527479667615874e-06,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0,1,1,1,-0.6481945097679842
1.3880205849729738e-06,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,1,1,-0.5436773566314321
2.1544811075691694e-07,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,0,1,-0.4561074383461206
4.433010403246349e-08,0.0,0.0,1,8,Benign,0,1,0,1,-0.5284089046621093
2.5511689483746904e-06,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0,1,1,1,-0.6550819205055267
1.4545728184088354e-06,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,1,1,-0.5464637466773425
3.419468213539312e-06,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,0,1,-0.5837800228182118
1.1218497028209722e-06,1.0585555699876489e-06,4.573329038623743e-06,1,8,Benign,0,1,0,1,-0.7431768536736167
1.4926751453082688e-06,1.0585555699876489e-06,2.350554431157492e-06,1,8,Benign,0,1,0,1,-0.7277653917292992
1.327746864125401e-06,2.1205498694933948e-08,5.319206614123781e-07,2,8,Benign,0,1,1,1,-0.6187207564386238
5.073545525889955e-08,2.1205498694933948e-08,1.3134577225936934e-06,2,8,Benign,0,1,0,1,-0.6354190801080983
6.316564179732993e-09,2.1205498694933948e-08,2.971623806773063e-07,2,8,Benign,0,1,0,1,-0.5312850913604587
6.329248043547719e-09,2.1205498694933948e-08,3.922543424940442e-07,2,8,Benign,0,1,0,1,-0.5593006981600597
4.4342787896278216e-08,0.0,0.0,1,8,Benign,0,1,0,1,-0.5284089046621093
1.3595326268451018e-06,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0,1,0,1,-0.646880165515794
4.4368155623907664e-08,0.0,0.0,1,8,Benign,0,1,1,1,-0.5284089046621093
1.4164451237817722e-06,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,1,1,-0.5443595181875993
4.594349150969649e-07,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0,1,1,1,-0.6324726769984701
2.1541005916547273e-07,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,0,1,-0.4561074383461206
1.4483830928672496e-06,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,0,1,-0.5464637466773425
3.4290191629917993e-06,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,0,1,-0.5837800228182118
4.752643771377415e-08,0.0,0.0,1,8,Benign,0,1,1,1,-0.5284089046621093
1.3563616608914203e-06,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0,1,0,1,-0.646880165515794
4.7513753849959435e-08,0.0,0.0,1,8,Benign,0,1,1,1,-0.5284089046621093
2.484629398802644e-06,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0,1,1,1,-0.6546388509471636
1.1377045325893785e-06,1.0585555699876489e-06,4.573329038623743e-06,1,8,Benign,0,1,0,1,-0.7431768536736167
1.3975842182892765e-06,1.0585555699876489e-06,2.350554431157492e-06,1,8,Benign,0,1,0,1,-0.7258568095597668
1.571873190967411e-06,2.1205498694933948e-08,5.319206614123781e-07,2,8,Benign,0,1,1,1,-0.6247148462194864
5.073545525889955e-08,2.1205498694933948e-08,1.3134577225936934e-06,2,8,Benign,0,1,0,1,-0.6354190801080983
6.303880315918268e-09,2.1205498694933948e-08,2.971623806773063e-07,2,8,Benign,0,1,0,1,-0.5312850913604587
6.329248043547719e-09,2.1205498694933948e-08,3.922543424940442e-07,2,8,Benign,0,1,0,1,-0.5593006981600597
4.440620721535183e-08,0.0,0.0,1,8,Benign,0,1,1,1,-0.5284089046621093
2.573353026186644e-06,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0,1,1,1,-0.6550819205055267
4.1184505806411714e-08,0.0,0.0,1,8,Benign,0,1,1,1,-0.5284089046621093
6.241222028673528e-07,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0,1,0,1,-0.6387835547428747
1.3849384060659956e-06,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,1,1,-0.5436773566314321
2.217900426642794e-07,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,1,1,-0.45664717090884355
4.4342787896278216e-08,0.0,0.0,1,8,Benign,0,1,0,1,-0.5284089046621093
1.4864600520390535e-06,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0,1,0,1,-0.6481945097679842
1.4482182026376582e-06,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,0,1,-0.5464637466773425
3.41632261531326e-06,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,1,1,-0.5837800228182118
4.1159138078782266e-08,0.0,0.0,1,8,Benign,0,1,1,1,-0.5284089046621093
7.034597710284569e-07,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0,1,0,1,-0.6392607417816546
1.1917124247124768e-06,1.0585555699876489e-06,4.573329038623743e-06,1,8,Benign,0,1,0,1,-0.744183180965083
1.4577945198177751e-06,1.0585555699876489e-06,2.350554431157492e-06,1,8,Benign,0,1,0,1,-0.7258568095597668
9.031545229274856e-07,2.1205498694933948e-08,5.319206614123781e-07,2,8,Benign,0,1,1,1,-0.6127534964300516
4.7564489305218326e-08,2.1205498694933948e-08,1.3134577225936934e-06,2,8,Benign,0,1,0,1,-0.6354190801080983
6.316564179732993e-09,2.1205498694933948e-08,2.971623806773063e-07,2,8,Benign,0,1,0,1,-0.5312850913604587
9.487530133414217e-09,2.1205498694933948e-08,3.922543424940442e-07,2,8,Benign,0,1,0,1,-0.5593006981600597
4.4342787896278216e-08,0.0,0.0,1,8,Benign,0,1,0,1,-0.5284089046621093
1.660546082896153e-06,1.948613393588525e-08,9.241750039064224e-07,2,8,Benign,0,1,1,1,-0.6518625262993677
1.2595076768021816e-08,1.7193647590486985e-07,8.914871420319186e-07,2,8,Benign,0,1,1,1,-0.6462807336565449
4.4342787896278216e-08,0.0,0.0,1,8,Benign,0,1,0,1,-0.5284089046621093
5.355380979853142e-07,1.948613393588525e-08,9.241750039064224e-07,2,8,Benign,0,1,1,1,-0.6357029498403435
4.433010403246349e-08,0.0,0.0,1,8,Benign,0,1,0,1,-0.5284089046621093
7.034724548922716e-07,1.948613393588525e-08,9.241750039064224e-07,2,8,Benign,0,1,0,1,-0.6412100255213772
1.3879444817900854e-06,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,1,1,-0.5436773566314321
2.1548616234836113e-07,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,0,1,-0.4561074383461206
1.4483069896843611e-06,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,0,1,-0.5464637466773425
4.4342787896278216e-08,0.0,0.0,1,8,Benign,0,1,0,1,-0.5284089046621093
1.3436777970766956e-06,1.948613393588525e-08,9.241750039064224e-07,2,8,Benign,0,1,0,1,-0.6486332176979532
3.4257594099914156e-06,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,0,1,-0.5837800228182118
1.1820600043494712e-06,1.0585555699876489e-06,4.573329038623743e-06,1,8,Benign,0,1,0,1,-0.744183180965083
1.388007901109159e-06,1.0585555699876489e-06,2.350554431157492e-06,1,8,Benign,0,1,0,1,-0.7258568095597668
2.6048977954938647e-06,2.1205498694933948e-08,5.319206614123781e-07,2,8,Benign,0,1,1,1,-0.6333816719002887
5.073545525889955e-08,2.1205498694933948e-08,1.3134577225936934e-06,2,8,Benign,0,1,0,1,-0.6354190801080983
6.316564179732993e-09,2.1205498694933948e-08,2.971623806773063e-07,2,8,Benign,0,1,0,1,-0.5312850913604587
6.341931907362444e-09,2.1205498694933948e-08,3.922543424940442e-07,2,8,Benign,0,1,0,1,-0.5593006981600597
4.433010403246349e-08,0.0,0.0,1,8,Benign,0,1,0,1,-0.5284089046621093
2.510060545751167e-06,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0,1,1,1,-0.6550819205055267
4.1184505806411714e-08,0.0,0.0,1,8,Benign,0,1,1,1,-0.5284089046621093
7.479420814266971e-07,1.948613393588525e-08,9.241750039064224e-07,2,8,Benign,0,1,1,1,-0.6412100255213772
4.4342787896278216e-08,0.0,0.0,1,8,Benign,0,1,0,1,-0.5284089046621093
2.4275520116363817e-06,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0,1,1,1,-0.6541960810622113
4.4342787896278216e-08,0.0,0.0,1,8,Benign,0,1,0,1,-0.5284089046621093
1.3405448827144586e-06,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0,1,0,1,-0.646880165515794
1.388084004292047e-06,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,0,1,-0.5436773566314321
2.1519443348062245e-07,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,0,1,-0.4561074383461206
1.448129415590955e-06,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,0,1,-0.5464637466773425
1.12817895086452e-06,1.0585555699876489e-06,4.573329038623743e-06,1,8,Benign,0,1,0,1,-0.7431768536736167
1.340532198850644e-06,1.0585555699876489e-06,2.350554431157492e-06,1,8,Benign,0,1,0,1,-0.7258568095597668
2.6271960280801514e-06,2.1205498694933948e-08,5.319206614123781e-07,2,8,Benign,0,1,1,1,-0.6333816719002887
4.75518054414036e-08,2.1205498694933948e-08,1.3134577225936934e-06,2,8,Benign,0,1,0,1,-0.6354190801080983
6.316564179732993e-09,2.1205498694933948e-08,2.971623806773063e-07,2,8,Benign,0,1,0,1,-0.5312850913604587
6.341931907362444e-09,2.1205498694933948e-08,3.922543424940442e-07,2,8,Benign,0,1,0,1,-0.5593006981600597
4.4355471760092933e-08,0.0,0.0,1,8,Benign,0,1,1,1,-0.5284089046621093
2.506737373431709e-06,1.948613393588525e-08,9.241750039064224e-07,2,8,Benign,0,1,1,1,-0.6559689594539172
3.4226264956291788e-06,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,0,1,-0.5837800228182118
1.426046808689519e-07,0.0,0.0,1,8,Benign,0,1,1,1,-0.5404598998393618
1.5908228835066102e-06,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0,1,1,1,-0.6501007463087396
1.457629629588184e-07,0.0,0.0,1,8,Benign,0,1,0,1,-0.5404598998393618
6.084068956009087e-07,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0,1,0,1,-0.6387835547428747
1.4575027909500366e-07,0.0,0.0,1,8,Benign,0,1,0,1,-0.5404598998393618
2.5639162315084885e-06,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0,1,1,1,-0.6550819205055267
1.3911788670628403e-06,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,0,1,-0.5436773566314321
2.1544811075691694e-07,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,0,1,-0.4561074383461206
1.1250206687746534e-06,1.0585555699876489e-06,4.573329038623743e-06,1,8,Benign,0,1,0,1,-0.7431768536736167
1.435597758142007e-06,1.0585555699876489e-06,2.350554431157492e-06,1,8,Benign,0,1,0,1,-0.7258568095597668
1.6763628610731148e-06,2.1205498694933948e-08,5.319206614123781e-07,2,8,Benign,0,1,1,1,-0.6270232894442717
1.0143285892635493e-07,2.1205498694933948e-08,1.3134577225936934e-06,2,8,Benign,0,1,0,1,-0.6361329696396447
6.316564179732993e-09,2.1205498694933948e-08,2.971623806773063e-07,2,8,Benign,0,1,0,1,-0.5312850913604587
9.50021399722894e-09,2.1205498694933948e-08,3.922543424940442e-07,2,8,Benign,0,1,0,1,-0.5593006981600597
1.489592966401291e-07,0.0,0.0,1,8,Benign,0,1,1,1,-0.5402770968755629
6.969656327553178e-07,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0,1,0,1,-0.6392607417816546
1.4798898105830262e-06,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,1,1,-0.5474878238976003
3.4164367700875923e-06,2.7509836144779176e-08,1.42637942725107e-07,2,8,Benign,0,1,1,1,-0.5837800228182118
1.4575027909500366e-07,0.0,0.0,1,8,Benign,0,1,0,1,-0.5404598998393618
6.558572301317944e-07,1.948613393588525e-08,8.350262897032305e-07,2,8,Benign,0,1,1,1,-0.6342242073693755
1.459785886436687e-07,0.0,0.0,1,8,Benign,0,1,1,1,-0.5404598998393618
2.557561615737312e-06,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0,1,1,1,-0.6550819205055267
1.489212450486849e-07,0.0,0.0,1,8,Benign,0,1,1,1,-0.5402770968755629
6.306163411404919e-07,1.948613393588525e-08,8.825722706115994e-07,2,8,Benign,0,1,0,1,-0.6387835547428747
1.118678736867291e-06,1.0585555699876489e-06,4.573329038623743e-06,1,8,Benign,0,1,0,1,-0.7431768536736167
